,date,applicant_id,program,intake,cohort,gender,age_on_program_start,months_work_experience,years_work_experience,nationality,other_nationality,applicant_state,submitted_on,submitted_days_ago
39,2023-03-30,50,Master in Marketing,September 2021,Master in Marketing September 2021,Male,24,9.0,0.75,France,,declined_offer,2020-12-21,829
40,2023-03-30,51,Master in Marketing,September 2021,Master in Marketing September 2021,Female,23,9.0,0.75,India,,declined_offer,2020-10-07,904
41,2023-03-30,52,Master in Management,September 2021,Master in Management September 2021,Female,23,0.0,0.0,Estonia,,enrolled,2021-06-12,656
42,2023-03-30,53,Master in Finance,September 2022,Master in Finance September 2022,Female,21,0.0,0.0,China,,declined_offer,2021-12-21,464
43,2023-03-30,54,Master in Marketing,September 2022,Master in Marketing September 2022,Female,20,2.0,0.16666666666666666,India,,enrolled,2022-08-06,236
44,2023-03-30,55,Master in Finance,September 2022,Master in Finance September 2022,Male,23,0.0,0.0,India,Georgia,on_hold,2021-12-14,471
45,2023-03-30,56,Master in Management,September 2022,Master in Management September 2022,Female,21,0.0,0.0,China,,rejected,2022-06-20,283
46,2023-03-30,57,Master in Management,September 2023,Master in Management September 2023,Male,22,0.0,0.0,Russian Federation,,enrolled,2022-10-22,159
47,2023-03-30,58,Master in Management,September 2023,Master in Management September 2023,Male,23,0.0,0.0,India,,pending_offer,2023-02-25,33
48,2023-03-30,59,Master in Management,September 2022,Master in Management September 2022,Female,22,0.0,0.0,India,,declined_offer,2021-09-09,567
49,2023-03-30,60,Master in Management,September 2022,Master in Management September 2022,Male,23,0.0,0.0,India,,withdrawn,2022-01-02,452
50,2023-03-30,61,Master in Marketing,September 2021,Master in Marketing September 2021,Female,23,0.0,0.0,Germany,,enrolled,2020-09-04,937
51,2023-03-30,62,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,2.0,0.16666666666666666,India,,withdrawn,2021-09-13,563
52,2023-03-30,63,Master in Management,September 2023,Master in Management September 2023,Female,27,12.0,1.0,Germany,,enrolled,2022-11-25,125
53,2023-03-30,65,Master in Marketing,September 2022,Master in Marketing September 2022,Male,25,14.0,1.1666666666666667,Germany,,rejected,2022-04-28,336
54,2023-03-30,66,Master in Finance,September 2022,Master in Finance September 2022,Female,24,24.0,2.0,India,,rejected,2022-05-12,322
55,2023-03-30,67,Master in Marketing,September 2023,Master in Marketing September 2023,Male,21,0.0,0.0,Norway,,declined_offer,2022-09-16,195
56,2023-03-30,69,Master in Finance,September 2023,Master in Finance September 2023,Male,27,12.0,1.0,China,,rejected,2022-10-18,163
57,2023-03-30,70,Master in Marketing,September 2022,Master in Marketing September 2022,Male,26,0.0,0.0,Nigeria,United States,on_hold,2022-04-29,335
58,2023-03-30,72,Master in Marketing,September 2021,Master in Marketing September 2021,Male,22,0.0,0.0,Georgia,,enrolled,2020-12-13,837
59,2023-03-30,73,Master in Management,September 2021,Master in Management September 2021,Female,23,5.0,0.4166666666666667,Taiwan,,on_hold,2020-11-02,878
60,2023-03-30,74,Master in Finance,September 2022,Master in Finance September 2022,Male,22,0.0,0.0,Russian Federation,,declined_offer,2021-10-06,540
61,2023-03-30,75,Master in Management,September 2021,Master in Management September 2021,Female,22,20.0,1.6666666666666667,India,,rejected,2021-05-29,670
62,2023-03-30,79,Master in Finance,September 2022,Master in Finance September 2022,Female,24,36.0,3.0,Serbia,,enrolled,2022-04-10,354
63,2023-03-30,81,Master in Marketing,September 2021,Master in Marketing September 2021,Male,26,36.0,3.0,Mexico,,enrolled,2021-03-04,756
64,2023-03-30,84,Master in Management,September 2021,Master in Management September 2021,Male,25,12.0,1.0,Iran,,rejected,2021-08-01,606
65,2023-03-30,86,Master in Finance,September 2023,Master in Finance September 2023,Male,21,0.0,0.0,Japan,,rejected,2023-02-02,56
66,2023-03-30,87,Master in Management,September 2023,Master in Management September 2023,Female,24,36.0,3.0,China,,on_hold,2023-03-04,26
67,2023-03-30,88,Master in Management,September 2022,Master in Management September 2022,Male,21,0.0,0.0,Russian Federation,,enrolled,2022-02-10,413
68,2023-03-30,89,Master in Finance,September 2021,Master in Finance September 2021,Male,26,0.0,0.0,Italy,,enrolled,2021-08-09,598
69,2023-03-30,90,Master in Marketing,September 2023,Master in Marketing September 2023,Female,26,13.0,1.0833333333333333,Switzerland,,enrolled,2022-11-22,128
70,2023-03-30,92,Master in Marketing,September 2021,Master in Marketing September 2021,Male,26,0.0,0.0,Germany,,declined_offer,2021-04-27,702
71,2023-03-30,93,Master in Finance,September 2022,Master in Finance September 2022,Female,22,0.0,0.0,China,,on_hold,2022-01-10,444
72,2023-03-30,95,Master in Finance,September 2022,Master in Finance September 2022,Male,23,0.0,0.0,Russian Federation,,enrolled,2021-10-25,521
73,2023-03-30,96,Master in Marketing,September 2022,Master in Marketing September 2022,Male,23,10.0,0.8333333333333334,India,,rejected,2022-08-30,212
74,2023-03-30,97,Master in Management,September 2021,Master in Management September 2021,Male,21,0.0,0.0,Mexico,,enrolled,2021-02-19,769
75,2023-03-30,98,Master in Management,September 2023,Master in Management September 2023,Female,24,9.0,0.75,China,,new,2023-03-26,4
76,2023-03-30,101,Master in Finance,September 2022,Master in Finance September 2022,Male,25,0.0,0.0,Taiwan,,declined_offer,2022-05-26,308
77,2023-03-30,104,Master in Finance,September 2021,Master in Finance September 2021,Female,22,0.0,0.0,Viet Nam,,enrolled,2020-10-05,906
78,2023-03-30,106,Master in Management,September 2021,Master in Management September 2021,Male,38,17.0,1.4166666666666667,Kenya,,rejected,2020-12-13,837
79,2023-03-30,108,Master in Management,September 2023,Master in Management September 2023,Female,25,14.0,1.1666666666666667,India,,withdrawn,2022-10-07,174
80,2023-03-30,109,Master in Finance,September 2023,Master in Finance September 2023,Female,26,36.0,3.0,India,,rejected,2022-11-25,125
81,2023-03-30,110,Master in Management,September 2021,Master in Management September 2021,Male,25,0.0,0.0,India,,withdrawn,2021-08-23,584
82,2023-03-30,111,Master in Management,September 2023,Master in Management September 2023,Female,22,0.0,0.0,China,Venezuela,rejected,2023-02-16,42
83,2023-03-30,112,Master in Management,September 2022,Master in Management September 2022,Female,25,14.0,1.1666666666666667,China,,enrolled,2021-09-17,559
84,2023-03-30,113,Master in Marketing,September 2021,Master in Marketing September 2021,Female,25,24.0,2.0,India,,declined_offer,2021-05-03,696
85,2023-03-30,114,Master in Finance,September 2022,Master in Finance September 2022,Male,26,11.0,0.9166666666666666,Russian Federation,,declined_offer,2022-05-05,329
86,2023-03-30,115,Master in Management,September 2021,Master in Management September 2021,Male,26,36.0,3.0,Nigeria,,enrolled,2021-08-17,590
87,2023-03-30,116,Master in Marketing,September 2022,Master in Marketing September 2022,Female,22,0.0,0.0,Germany,,enrolled,2021-11-08,507
88,2023-03-30,118,Master in Finance,September 2022,Master in Finance September 2022,Male,22,0.0,0.0,Germany,,enrolled,2022-03-02,393
89,2023-03-30,119,Master in Management,September 2022,Master in Management September 2022,Male,23,0.0,0.0,India,,on_hold,2022-03-10,385
90,2023-03-30,121,Master in Finance,September 2021,Master in Finance September 2021,Female,24,0.0,0.0,Germany,,enrolled,2020-09-13,928
91,2023-03-30,122,Master in Management,September 2021,Master in Management September 2021,Male,23,0.0,0.0,Spain,,enrolled,2021-07-27,611
92,2023-03-30,124,Master in Finance,September 2022,Master in Finance September 2022,Male,23,0.0,0.0,India,,rejected,2022-02-10,413
93,2023-03-30,125,Master in Management,September 2022,Master in Management September 2022,Male,21,0.0,0.0,India,,enrolled,2021-09-06,570
94,2023-03-30,126,Master in Finance,September 2022,Master in Finance September 2022,Male,21,0.0,0.0,India,,withdrawn,2021-12-17,468
95,2023-03-30,127,Master in Finance,September 2021,Master in Finance September 2021,Male,23,12.0,1.0,India,,enrolled,2021-07-22,616
96,2023-03-30,130,Master in Finance,September 2023,Master in Finance September 2023,Female,22,16.0,1.3333333333333333,India,,rejected,2022-11-18,132
97,2023-03-30,131,Master in Marketing,September 2021,Master in Marketing September 2021,Female,22,0.0,0.0,China,,enrolled,2021-04-17,712
98,2023-03-30,132,Master in Finance,September 2022,Master in Finance September 2022,Female,23,0.0,0.0,Germany,,enrolled,2022-05-12,322
99,2023-03-30,133,Master in Management,September 2022,Master in Management September 2022,Female,23,6.0,0.5,India,,enrolled,2022-01-05,449
100,2023-03-30,134,Master in Finance,September 2022,Master in Finance September 2022,Female,22,14.0,1.1666666666666667,Portugal,,enrolled,2021-11-17,498
101,2023-03-30,136,Master in Marketing,September 2021,Master in Marketing September 2021,Male,20,0.0,0.0,Russian Federation,,declined_offer,2020-12-20,830
102,2023-03-30,137,Master in Finance,September 2022,Master in Finance September 2022,Male,22,0.0,0.0,Germany,,enrolled,2022-01-15,439
103,2023-03-30,138,Master in Finance,September 2021,Master in Finance September 2021,Female,24,0.0,0.0,India,,rejected,2021-03-09,751
104,2023-03-30,140,Master in Management,September 2022,Master in Management September 2022,Female,22,0.0,0.0,China,,enrolled,2022-04-20,344
105,2023-03-30,141,Master in Management,September 2021,Master in Management September 2021,Male,26,36.0,3.0,India,,declined_offer,2021-06-01,667
106,2023-03-30,142,Master in Finance,September 2021,Master in Finance September 2021,Male,25,17.0,1.4166666666666667,India,,rejected,2021-06-11,657
107,2023-03-30,143,Master in Marketing,September 2021,Master in Marketing September 2021,Female,22,15.0,1.25,Italy,,rejected,2021-04-01,728
108,2023-03-30,145,Master in Finance,September 2021,Master in Finance September 2021,Male,34,0.0,0.0,Serbia,,enrolled,2021-08-15,592
109,2023-03-30,146,Master in Management,September 2021,Master in Management September 2021,Male,23,0.0,0.0,India,,rejected,2021-07-14,624
110,2023-03-30,148,Master in Management,September 2021,Master in Management September 2021,Female,22,0.0,0.0,Germany,,enrolled,2021-07-08,630
111,2023-03-30,151,Master in Finance,September 2021,Master in Finance September 2021,Female,29,0.0,0.0,India,,rejected,2020-09-16,925
112,2023-03-30,152,Master in Management,September 2022,Master in Management September 2022,Male,22,0.0,0.0,France,,enrolled,2021-10-03,543
113,2023-03-30,153,Master in Management,September 2022,Master in Management September 2022,Male,26,11.0,0.9166666666666666,Italy,,rejected,2022-01-29,425
114,2023-03-30,154,Master in Management,September 2021,Master in Management September 2021,Male,23,0.0,0.0,India,,rejected,2020-11-11,869
115,2023-03-30,157,Master in Marketing,September 2021,Master in Marketing September 2021,Female,21,2.0,0.16666666666666666,Italy,,declined_offer,2021-04-11,718
116,2023-03-30,158,Master in Marketing,September 2021,Master in Marketing September 2021,Male,23,0.0,0.0,India,,rejected,2021-07-19,619
117,2023-03-30,159,Master in Finance,September 2023,Master in Finance September 2023,Male,21,0.0,0.0,India,,declined_offer,2023-01-19,70
118,2023-03-30,160,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,4.0,0.3333333333333333,Russian Federation,,enrolled,2021-10-08,538
119,2023-03-30,161,Master in Management,September 2022,Master in Management September 2022,Male,25,18.0,1.5,India,,rejected,2021-12-22,463
120,2023-03-30,163,Master in Finance,September 2021,Master in Finance September 2021,Female,22,0.0,0.0,China,,rejected,2020-11-10,870
121,2023-03-30,164,Master in Finance,September 2022,Master in Finance September 2022,Male,23,15.0,1.25,India,,withdrawn,2021-11-09,506
122,2023-03-30,165,Master in Management,September 2021,Master in Management September 2021,Female,24,0.0,0.0,China,,on_hold,2021-07-21,617
123,2023-03-30,167,Master in Management,September 2022,Master in Management September 2022,Male,23,0.0,0.0,India,Viet Nam,enrolled,2021-12-13,472
124,2023-03-30,168,Master in Management,September 2022,Master in Management September 2022,Female,22,9.0,0.75,China,,enrolled,2022-03-14,381
125,2023-03-30,170,Master in Finance,September 2023,Master in Finance September 2023,Male,24,0.0,0.0,Iran,,rejected,2022-10-31,150
126,2023-03-30,171,Master in Marketing,September 2022,Master in Marketing September 2022,Male,24,0.0,0.0,Spain,,declined_offer,2021-09-20,556
127,2023-03-30,172,Master in Marketing,September 2023,Master in Marketing September 2023,Female,24,0.0,0.0,China,,on_hold,2023-02-17,41
128,2023-03-30,174,Master in Finance,September 2023,Master in Finance September 2023,Female,24,8.0,0.6666666666666666,India,,pending_offer,2023-03-06,24
129,2023-03-30,175,Master in Management,September 2023,Master in Management September 2023,Female,22,22.0,1.8333333333333333,China,,enrolled,2022-11-12,138
130,2023-03-30,177,Master in Marketing,September 2022,Master in Marketing September 2022,Male,21,0.0,0.0,Russian Federation,,rejected,2022-07-27,246
131,2023-03-30,179,Master in Marketing,September 2021,Master in Marketing September 2021,Male,22,0.0,0.0,India,,rejected,2021-04-19,710
132,2023-03-30,180,Master in Marketing,September 2023,Master in Marketing September 2023,Female,23,6.0,0.5,India,,declined_offer,2022-10-29,152
133,2023-03-30,181,Master in Finance,September 2021,Master in Finance September 2021,Female,23,9.0,0.75,Taiwan,,rejected,2020-09-21,920
134,2023-03-30,183,Master in Marketing,September 2021,Master in Marketing September 2021,Male,23,0.0,0.0,Pakistan,,enrolled,2021-07-28,610
135,2023-03-30,184,Master in Management,September 2022,Master in Management September 2022,Female,22,0.0,0.0,Pakistan,,enrolled,2022-08-30,212
136,2023-03-30,185,Master in Management,September 2023,Master in Management September 2023,Female,22,4.0,0.3333333333333333,Italy,,enrolled,2022-11-18,132
137,2023-03-30,186,Master in Finance,September 2022,Master in Finance September 2022,Female,21,10.0,0.8333333333333334,China,,enrolled,2022-03-19,376
138,2023-03-30,188,Master in Finance,September 2021,Master in Finance September 2021,Male,21,1.0,0.08333333333333333,India,,rejected,2020-11-26,854
139,2023-03-30,189,Master in Management,September 2021,Master in Management September 2021,Male,23,0.0,0.0,Spain,,on_hold,2021-03-29,731
140,2023-03-30,190,Master in Marketing,September 2022,Master in Marketing September 2022,Male,24,15.0,1.25,Russian Federation,,declined_offer,2022-06-18,285
141,2023-03-30,191,Master in Management,September 2021,Master in Management September 2021,Male,22,0.0,0.0,India,,withdrawn,2021-03-23,737
142,2023-03-30,192,Master in Management,September 2022,Master in Management September 2022,Male,22,0.0,0.0,United States,,enrolled,2021-12-04,481
143,2023-03-30,193,Master in Management,September 2022,Master in Management September 2022,Female,23,6.0,0.5,India,,enrolled,2022-07-02,271
144,2023-03-30,194,Master in Finance,September 2022,Master in Finance September 2022,Male,22,0.0,0.0,India,,rejected,2021-12-24,461
145,2023-03-30,195,Master in Finance,September 2021,Master in Finance September 2021,Female,22,0.0,0.0,China,,withdrawn,2021-04-24,705
146,2023-03-30,196,Master in Management,September 2023,Master in Management September 2023,Female,22,0.0,0.0,China,,rejected,2022-09-17,194
147,2023-03-30,197,Master in Marketing,September 2022,Master in Marketing September 2022,Male,25,24.0,2.0,India,,withdrawn,2021-09-18,558
148,2023-03-30,198,Master in Management,September 2022,Master in Management September 2022,Female,25,9.0,0.75,Germany,,enrolled,2022-01-07,447
149,2023-03-30,199,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,23.0,1.9166666666666667,Germany,,enrolled,2021-12-21,464
150,2023-03-30,200,Master in Marketing,September 2021,Master in Marketing September 2021,Male,22,5.0,0.4166666666666667,India,,withdrawn,2021-08-20,587
151,2023-03-30,203,Master in Finance,September 2022,Master in Finance September 2022,Female,23,0.0,0.0,China,,withdrawn,2022-08-03,239
152,2023-03-30,204,Master in Finance,September 2023,Master in Finance September 2023,Male,24,19.0,1.5833333333333333,India,,new,2023-03-30,0
153,2023-03-30,205,Master in Finance,September 2021,Master in Finance September 2021,Male,25,15.0,1.25,Norway,,enrolled,2021-07-14,624
154,2023-03-30,206,Master in Finance,September 2021,Master in Finance September 2021,Male,23,6.0,0.5,India,,rejected,2021-05-07,692
155,2023-03-30,209,Master in Marketing,September 2021,Master in Marketing September 2021,Male,23,0.0,0.0,Turkey,,declined_offer,2020-11-03,877
156,2023-03-30,211,Master in Management,September 2021,Master in Management September 2021,Male,23,21.0,1.75,Russian Federation,,enrolled,2021-07-26,612
157,2023-03-30,212,Master in Marketing,September 2022,Master in Marketing September 2022,Male,23,3.0,0.25,India,,rejected,2022-08-30,212
158,2023-03-30,216,Master in Marketing,September 2021,Master in Marketing September 2021,Female,23,10.0,0.8333333333333334,Iran,,declined_offer,2021-06-20,648
159,2023-03-30,217,Master in Finance,September 2021,Master in Finance September 2021,Male,23,0.0,0.0,Pakistan,,rejected,2020-09-26,915
160,2023-03-30,218,Master in Finance,September 2021,Master in Finance September 2021,Female,24,0.0,0.0,Mexico,,on_hold,2020-11-27,853
161,2023-03-30,219,Master in Management,September 2023,Master in Management September 2023,Female,20,0.0,0.0,China,,rejected,2023-01-06,83
162,2023-03-30,220,Master in Finance,September 2021,Master in Finance September 2021,Female,26,0.0,0.0,India,,declined_offer,2021-02-07,781
163,2023-03-30,222,Master in Finance,September 2022,Master in Finance September 2022,Male,25,1.0,0.08333333333333333,India,,on_hold,2022-06-12,291
164,2023-03-30,223,Master in Finance,September 2023,Master in Finance September 2023,Male,36,11.0,0.9166666666666666,Russian Federation,,rejected,2023-02-16,42
165,2023-03-30,225,Master in Marketing,September 2022,Master in Marketing September 2022,Male,24,0.0,0.0,Egypt,,declined_offer,2022-01-29,425
166,2023-03-30,226,Master in Finance,September 2023,Master in Finance September 2023,Male,23,0.0,0.0,Germany,Colombia,on_hold,2022-09-20,191
167,2023-03-30,227,Master in Management,September 2022,Master in Management September 2022,Female,21,9.0,0.75,Taiwan,,enrolled,2022-01-15,439
168,2023-03-30,229,Master in Management,September 2022,Master in Management September 2022,Male,21,0.0,0.0,Germany,,enrolled,2022-07-18,255
169,2023-03-30,231,Master in Marketing,September 2021,Master in Marketing September 2021,Male,24,10.0,0.8333333333333334,Germany,Mexico,enrolled,2021-03-14,746
170,2023-03-30,234,Master in Finance,September 2022,Master in Finance September 2022,Female,24,5.0,0.4166666666666667,Egypt,Viet Nam,on_hold,2022-05-08,326
171,2023-03-30,235,Master in Management,September 2021,Master in Management September 2021,Female,31,0.0,0.0,India,,rejected,2021-08-14,593
172,2023-03-30,236,Master in Management,September 2021,Master in Management September 2021,Female,20,0.0,0.0,Germany,,rejected,2021-05-17,682
173,2023-03-30,237,Master in Finance,September 2021,Master in Finance September 2021,Female,25,24.0,2.0,India,,on_hold,2020-11-02,878
174,2023-03-30,238,Master in Finance,September 2022,Master in Finance September 2022,Female,32,15.0,1.25,Japan,,rejected,2022-03-29,366
175,2023-03-30,239,Master in Finance,September 2021,Master in Finance September 2021,Male,23,0.0,0.0,India,,rejected,2021-01-22,797
176,2023-03-30,240,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,0.0,0.0,Turkey,,rejected,2021-10-01,545
177,2023-03-30,241,Master in Marketing,September 2022,Master in Marketing September 2022,Female,23,9.0,0.75,India,,on_hold,2021-12-03,482
178,2023-03-30,242,Master in Management,September 2021,Master in Management September 2021,Male,23,8.0,0.6666666666666666,India,,enrolled,2021-01-31,788
179,2023-03-30,243,Master in Marketing,September 2021,Master in Marketing September 2021,Female,21,0.0,0.0,Taiwan,,withdrawn,2021-06-07,661
180,2023-03-30,246,Master in Management,September 2022,Master in Management September 2022,Female,21,0.0,0.0,Turkey,,declined_offer,2022-05-16,318
181,2023-03-30,250,Master in Finance,September 2023,Master in Finance September 2023,Male,21,0.0,0.0,Germany,,declined_offer,2022-09-10,201
182,2023-03-30,251,Master in Finance,September 2022,Master in Finance September 2022,Male,22,0.0,0.0,Italy,,rejected,2021-10-27,519
183,2023-03-30,252,Master in Marketing,September 2021,Master in Marketing September 2021,Male,24,8.0,0.6666666666666666,France,,enrolled,2021-06-18,650
184,2023-03-30,253,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,12.0,1.0,India,,on_hold,2022-04-19,345
185,2023-03-30,254,Master in Management,September 2022,Master in Management September 2022,Female,22,15.0,1.25,Turkey,,enrolled,2022-06-28,275
186,2023-03-30,255,Master in Finance,September 2023,Master in Finance September 2023,Female,21,10.0,0.8333333333333334,France,,review_in_progress,2023-03-18,12
187,2023-03-30,256,Master in Marketing,September 2022,Master in Marketing September 2022,Female,21,0.0,0.0,Spain,,enrolled,2022-02-23,400
188,2023-03-30,257,Master in Marketing,September 2023,Master in Marketing September 2023,Female,23,12.0,1.0,China,,enrolled,2022-10-31,150
189,2023-03-30,258,Master in Management,September 2021,Master in Management September 2021,Male,22,0.0,0.0,United States,,rejected,2020-12-19,831
190,2023-03-30,260,Master in Marketing,September 2021,Master in Marketing September 2021,Female,22,8.0,0.6666666666666666,China,,rejected,2020-11-14,866
191,2023-03-30,261,Master in Marketing,September 2023,Master in Marketing September 2023,Female,21,1.0,0.08333333333333333,Germany,,enrolled,2022-12-17,103
192,2023-03-30,262,Master in Marketing,September 2022,Master in Marketing September 2022,Male,21,6.0,0.5,Spain,,enrolled,2021-09-02,574
193,2023-03-30,266,Master in Management,September 2021,Master in Management September 2021,Female,23,4.0,0.3333333333333333,China,,declined_offer,2021-05-06,693
194,2023-03-30,268,Master in Management,September 2021,Master in Management September 2021,Male,20,0.0,0.0,Colombia,,declined_offer,2020-10-10,901
195,2023-03-30,269,Master in Management,September 2022,Master in Management September 2022,Female,23,8.0,0.6666666666666666,China,,withdrawn,2022-08-24,218
196,2023-03-30,270,Master in Finance,September 2021,Master in Finance September 2021,Male,24,0.0,0.0,Greece,,enrolled,2021-06-21,647
197,2023-03-30,272,Master in Marketing,September 2021,Master in Marketing September 2021,Female,21,0.0,0.0,China,,rejected,2021-08-02,605
198,2023-03-30,273,Master in Management,September 2023,Master in Management September 2023,Female,22,7.0,0.5833333333333334,Italy,,on_hold,2022-09-24,187
199,2023-03-30,274,Master in Marketing,September 2023,Master in Marketing September 2023,Female,23,0.0,0.0,China,,declined_offer,2022-09-13,198
200,2023-03-30,275,Master in Finance,September 2021,Master in Finance September 2021,Female,24,0.0,0.0,Russian Federation,,enrolled,2020-11-04,876
201,2023-03-30,276,Master in Management,September 2022,Master in Management September 2022,Female,22,0.0,0.0,Hong Kong,,enrolled,2021-11-04,511
202,2023-03-30,278,Master in Management,September 2023,Master in Management September 2023,Male,23,5.0,0.4166666666666667,Russian Federation,,enrolled,2022-09-28,183
203,2023-03-30,279,Master in Finance,September 2021,Master in Finance September 2021,Female,24,15.0,1.25,Tunisia,,rejected,2021-01-22,797
204,2023-03-30,280,Master in Management,September 2021,Master in Management September 2021,Female,22,0.0,0.0,China,,rejected,2021-04-13,716
205,2023-03-30,281,Master in Finance,September 2023,Master in Finance September 2023,Male,23,11.0,0.9166666666666666,China,,rejected,2022-10-16,165
206,2023-03-30,282,Master in Marketing,September 2023,Master in Marketing September 2023,Male,21,9.0,0.75,India,Croatia,rejected,2022-09-26,185
